"","subject","targetSide","stream","orientation","efficacy","latency","precision","val","warnings","valGuessing","pLRtest","nPerCond"
"72","AI","right","Right","Inverted",0.921685940451567,0.165300415193391,0.711966799990865,26.2924417774883,"message= , call= log(likelihood + 1e-08)",49.9065941203163,3.10788618229851e-10,18
"73","AJ","both","Left","Canonical",0.829308451075423,0.0369450460321098,0.39645208077576,99.4854361694046,"message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)",201.774862481608,4.32259500262651e-44,72
"74","AJ","both","Left","Inverted",0.709331269927963,-0.000289246883937382,0.409502253690781,130.69873050772,"message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)",206.456853844765,1.24071836462334e-32,72
"75","AJ","both","Right","Canonical",0.647142208394918,-0.0344399995599031,0.516576825511921,146.164731829203,"None",203.069034321412,1.66176643695775e-24,72
"76","AJ","both","Right","Inverted",0.452967374562654,0.0317552695011648,0.430614237891023,178.908522929343,"None",212.794568372597,1.28001470072479e-14,72
"77","AJ","left","Left","Canonical",0.726796207720326,-0.0890820675310973,0.364879921977478,29.9211180890325,"message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)",50.8510554777286,4.29644364479156e-09,18
"78","AJ","left","Left","Inverted",0.746031945360215,-0.378730856003107,0.145398703341973,28.6459879869094,"message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)",51.1875275497785,8.8840706627227e-10,18
"79","AJ","right","Right","Canonical",0.87301614150986,0.385923339503979,0.0963382481696664,17.7677333893098,"message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)",50.0889156451103,5.98214060339962e-14,18
"80","AJ","right","Right","Inverted",0.861233103644027,0.193097002283482,0.552004752299067,27.0847941442416,"None",50.2150669073111,4.99225285592118e-10,18
"81","AK","both","Left","Canonical",0.811719287951765,0.290907498862364,0.545300243772139,120.289979784211,"message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)",203.872394240034,5.20842260074506e-36,72
"82","AK","both","Left","Inverted",0.791261402657034,0.580557411425752,0.603445370164047,127.946039381717,"None",203.739419598938,1.19801172477039e-32,72
"83","AK","both","Right","Canonical",0.389778588798814,0.479900143537547,0.521725535769001,185.255658777125,"message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)",207.846201364709,8.46802593579785e-10,72
"84","AK","both","Right","Inverted",0.307172544395987,0.626869552871524,1.20509649565542,205.749041772205,"None",213.484095531246,0.00145595138628636,72
"85","AK","left","Left","Canonical",0.930643134196173,0.699754767105679,0.477989058569689,20.9462367118939,"message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)",49.9065941203163,1.63435540443918e-12,18
"86","AK","left","Left","Inverted",0.900685006300883,-0.183094344994881,1.07124355031295,32.9492031479818,"None",50.0889156451103,1.72953991971948e-07,18
"87","AK","right","Right","Canonical",0.784311435200735,0.552307888675825,0.640540274770507,32.3031759520905,"message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)",50.4092228854496,6.75370792281902e-08,18
"88","AK","right","Right","Inverted",0.365079430203313,0.500000077301667,0.1664578043886,48.4057271050868,"None",54.011265966583,0.0106375752225201,18
"89","AL","both","Left","Canonical",0.660030586330735,0.668904389587681,0.578296522073334,152.224922494763,"None",206.906882569514,1.50390909739294e-23,72
"90","AL","both","Left","Inverted",0.406905237414604,0.538741461000285,0.43378486302625,184.445552276611,"message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)",210.516357646861,2.79400471840344e-11,72
"91","AL","both","Right","Canonical",0.298974392388499,0.455389679476503,0.482435712463256,198.433753519092,"None",213.02139405533,2.05732155445956e-06,72
"92","AL","both","Right","Inverted",0.3233401950056,-0.126125244392519,1.05387505868424,200.674249144253,"None",210.165670033396,0.000275641362493724,72
"93","AL","left","Left","Canonical",0.74603207414509,0.377871863749897,0.146428665720468,29.1046968885624,"message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)",51.6462369884056,8.88406599361622e-10,18
"94","AL","left","Left","Inverted",0.77511944384864,0.513572490312009,0.468548205036663,30.4445405466544,"None",50.7175241365327,8.16224026604396e-09,18
"95","AL","right","Right","Canonical",0.673193770032436,1.45986821739905,1.43325869869136,44.9086099177997,"message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)",52.0366788815683,0.00257644692831906,18
"96","AL","right","Right","Inverted",0.555555656768491,0.439906989800415,0.155955948117265,38.8107822952702,"None",51.0052061689845,2.07198655709883e-05,18
"97","AM","both","Left","Canonical",0.594363733859856,0.391983799573335,0.458853398313947,153.957071339622,"message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)",204.328802478166,1.07555368170219e-21,72
"98","AM","both","Left","Inverted",0.531064049847296,0.548480688135395,0.394824671015939,169.882420766911,"message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)",212.529609040951,2.24371027210749e-18,72
"99","AM","both","Right","Canonical",0.418677726961965,0.0993306354705208,0.491850654632193,177.443384135013,"None",204.444891363878,1.12040020711365e-11,72
"100","AM","both","Right","Inverted",0.490336879852103,0.270270535856622,0.528726199015485,175.672193904181,"None",209.504540944177,1.34958811065646e-14,72
"101","AM","left","Left","Canonical",0.746031978074679,0.41242557255292,0.147684167644439,29.9707874578209,"message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)",51.4106709570928,2.60998925891838e-09,18
"102","AM","left","Left","Inverted",0.659554734700763,-0.00400022118998341,0.458665668487023,34.3670869375127,"None",50.0209109291727,7.32245957208319e-07,18
"103","AM","right","Right","Canonical",0.886095895941829,0.61362031014472,0.725896538691178,29.5067691147026,"message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)",51.1875275497785,2.06228508247436e-09,18
"104","AM","right","Right","Inverted",0.786005632929594,0.427947503927929,0.491410798110332,29.5427908638924,"message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)",49.9065941203163,7.4695241192139e-09,18
"105","AN","both","Left","Canonical",0.643517565423249,0.0926739695167401,0.497109490598042,149.862278698309,"None",207.032231364118,1.27700812528292e-24,72
"106","AN","both","Left","Inverted",0.641699641399806,0.0721756806012131,0.612299571448491,154.188736810994,"None",204.349962206558,1.32483495237369e-21,72
"107","AN","both","Right","Canonical",0.282570850771806,-0.018817769717485,0.897429867343317,201.694244842385,"None",209.928816175037,0.000908554185329072,72
"108","AN","both","Right","Inverted",0.204684366622576,0.385343506936831,0.817868611346049,212.227436218368,"message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)",217.327897990648,0.0169332009374353,72
"109","AN","left","Left","Canonical",0.492063658008107,0.283484713090536,0.130376081402369,37.7953400689455,"None",50.9733405156627,8.03295821697387e-06,18
"110","AN","left","Left","Inverted",0.722453429017977,0.311809494869395,0.470105474973965,32.9027040673655,"None",50.6503848861626,9.57330059048185e-08,18
"111","AN","right","Right","Canonical",0.792821264774801,0.859624566569526,0.530494028691145,30.3959696260588,"message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)",50.4714963884346,9.89775453627543e-09,18
"112","AN","right","Right","Inverted",0.740831654590713,0.865268670105356,1.06240039883204,38.8133166416579,"message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)",50.4943806572184,3.39387209147487e-05,18
"113","AO","both","Left","Canonical",0.829097742532504,0.0201499555487463,0.354068859298031,94.6204265589036,"None",203.024490612494,9.83287362214521e-47,72
"114","AO","both","Left","Inverted",0.707271497687001,0.47144395255165,0.626417934285641,144.232456439774,"None",204.245183276532,7.61999722044739e-26,72
"115","AO","both","Right","Canonical",0.407683558848836,0.42586927350642,0.70036647020442,188.24221594949,"None",208.714345857762,6.71965027582317e-09,72
"116","AO","both","Right","Inverted",0.606733359565927,0.604669970115539,0.67605241226677,159.873714238755,"message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)",203.566635187945,7.97908986260927e-19,72
"117","AO","left","Left","Canonical",0.755340957575598,0.274610708233146,0.532998253192391,33.2582663926462,"message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)",51.8806745703385,4.08401559470255e-08,18
"118","AO","left","Left","Inverted",0.789168519418207,0.280869946037239,0.593973144582657,33.2244441369885,"None",51.9378329747667,3.73749568454492e-08,18
"119","AO","right","Right","Canonical",0.85577597073281,0.455981384405973,0.501682135637496,26.9836649548465,"None",50.8510554777286,2.42498773749967e-10,18
"120","AO","right","Right","Inverted",0.862020877409335,0.670483588785767,0.732637737010187,29.5919003807002,"None",49.9065941203163,7.83647357840124e-09,18
"121","AP","both","Left","Canonical",0.405078324698348,4,4,218.465172838781,"message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)",220.726743700279,0.210235363603889,72
"122","AP","both","Left","Inverted",0.0814815053707766,1.09513803234507,0.008538260675845,236.660347568918,"None",239.375846633513,0.142824439202586,72
"123","AP","both","Right","Canonical",0.285714403231274,0.509915187546837,0.162643373389986,208.849136392342,"None",223.388943504145,2.1548017447761e-06,72
"124","AP","both","Right","Inverted",0.257751656820877,0.446741439148168,0.72171136311332,221.475651466101,"message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)",230.144084230218,0.000602485235430061,72
"125","AP","left","Left","Canonical",0.24568991219425,0.753913599554861,0.388291956800941,54.2334570886044,"None",57.2038349848848,0.114528430759987,18
"126","AP","left","Left","Inverted",0.428571566030983,0.368359089233258,0.141396827383645,45.3017257803958,"None",54.2128026397158,0.000478602305640532,18
"127","AP","right","Right","Canonical",0.585585590953179,0.29097313818966,0.455299312935465,37.7342100311475,"None",50.0889156451103,1.77584962520113e-05,18
"128","AP","right","Right","Inverted",0.453352748433689,0.136789589732507,0.38149577165174,42.8940640033,"None",51.8983838448055,0.000438048675889017,18
"129","AQ","both","Left","Canonical",0.846911137323193,0.326651132596963,0.830463758508303,129.788895601371,"None",202.126756055532,3.70830620925744e-31,72
"130","AQ","both","Left","Inverted",0.661979267391509,0.733277854169123,0.849951351301079,163.912465323488,"None",207.431775703872,9.47340505756964e-19,72
"131","AQ","both","Right","Canonical",0.573443438444565,0.358089064007511,0.995402196324582,176.01052865459,"message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)",205.704287426798,7.94490321707334e-13,72
"132","AQ","both","Right","Inverted",0.474994808258364,0.249145403031669,0.732066859746007,178.365723523621,"None",204.227330997431,3.43079632676336e-11,72
"133","AQ","left","Left","Canonical",1,0.399352307581947,0.517156966656369,16.0813808384939,"None",49.9065941203163,1.35911091697462e-14,18
"134","AQ","left","Left","Inverted",0.809523937512638,0.460583920868338,0.151038172014317,26.6149218256454,"None",50.3990705035959,2.6310697203372e-10,18
"135","AQ","right","Right","Canonical",0.7846375165908,0.398729711478703,0.750100304797062,33.6936125809588,"None",50.3120591484245,2.87060140765409e-07,18
"136","AQ","right","Right","Inverted",0.655739069880364,0.259681511432545,0.451135037591838,35.1668768465879,"None",50.4092228854496,1.09123348120285e-06,18
"137","AR","both","Left","Canonical",0.831200960597614,0.346504696018421,0.336123528327857,101.991556150846,"message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)",203.266897419376,1.18580566754993e-43,72
"138","AR","both","Left","Inverted",0.662602298984463,0.420430822356668,0.609275291283889,152.004593404632,"message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)",205.704411486432,3.98011389353554e-23,72
"139","AR","both","Right","Canonical",0.460594306566826,0.414618848946231,0.455783123123402,177.324253976129,"None",209.285884553704,8.52414914934658e-14,72
"140","AR","both","Right","Inverted",0.407804665182587,0.739800551209293,0.542748411134894,186.142644254781,"None",210.314100342991,1.80009990969261e-10,72
"141","AR","left","Left","Canonical",0.923338595558278,0.460147843636477,0.504473437004883,21.9001570922377,"message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)",49.9065941203163,4.174444562581e-12,18
"142","AR","left","Left","Inverted",0.619047894736396,0.463393432818024,0.161343807141618,39.5078564287524,"None",53.9725376880174,2.31728642356417e-06,18
"143","AR","right","Right","Canonical",0.823080650832884,0.121676556253663,0.569773058720173,28.7626570527955,"None",50.0889156451103,2.91663463974845e-09,18
"144","AR","right","Right","Inverted",0.748603445456147,0.664791779760057,1.07014392551479,40.8862028278933,"message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)",52.6428141469572,3.15630622760554e-05,18
"145","AS","both","Left","Canonical",0.794127246702608,0.239439878646505,0.406156900848496,113.191216083389,"None",203.791141447005,4.85678156549039e-39,72
"146","AS","both","Left","Inverted",0.683417275233408,0.469771858194539,0.49038722492235,140.299030255633,"None",203.504294221362,3.21018482204316e-27,72
"147","AS","both","Right","Canonical",0.615555211791708,0.292288622228765,0.544665073084439,155.697604170186,"None",205.728410716925,1.5074662847369e-21,72
"148","AS","both","Right","Inverted",0.837525353804104,0.378628782922995,0.619010189967274,117.33717444876,"None",200.675026366779,6.64185760739851e-36,72
"149","AS","left","Left","Canonical",0.936508241131176,0.419146791423959,0.147956612408917,17.0509904448068,"message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)",50.1579085028829,2.75853862241e-14,18
"150","AS","left","Left","Inverted",0.794580319580169,0.150302303954362,0.402111797631136,27.4523142975224,"None",50.5997411408763,4.90909109318428e-10,18
"151","AS","right","Right","Canonical",0.936508081905254,0.285129677142816,0.134509855293462,10.3043265807157,"message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)",49.9065941203163,4.54623381649544e-17,18
"152","AS","right","Right","Inverted",0.936508093940082,0.333615052568537,0.138259994111964,12.8410197807644,"message= , call= log(likelihood + 1e-08)",50.0889156451103,4.64693920951503e-16,18
"153","AT","both","Left","Canonical",0.66183847353018,0.243032973131363,0.460882646999523,144.597912379625,"message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)",206.507827111145,1.1605577505196e-26,72
"154","AT","both","Left","Inverted",0.48096976142824,-0.188806608799571,1.26831920451947,196.127756763894,"message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)",212.774197807957,2.79357490237538e-07,72
