subject	targetSide	orientation	stream	trial	respSP	numTargets	targetSP	targetOrient	resp	respOrient	respOrder	allRTs	SPE	orientMinus3	orientMinus2	orientMinus1	orient0	orientPlus1	orientPlus2	efficacy	latency	precision	val	warnings	valGuessing	pLRtest	nPerCond	exclude
AA	right	Inverted	Left	112.5	NA	1	NaN	NaN	NaN	NaN	2	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AA	right	Inverted	Right	112.5	9.88888888888889	1	9.833333333333334	1	7.055555555555555	0.8888888888888888	2	2.252596309389042	0.05555555555555555	0.4444444444444444	0.5555555555555556	0.5	1	0.3333333333333333	0.5555555555555556	0.793902397340635	0.216693980458401	0.437467370341371	27.9997762682065	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	50.0243771359727	1.47329613695168e-9	18	FALSE
AB	both	Canonical	Left	116.625	8.833333333333334	2	8.75	0	6.555555555555555	0.06944444444444445	1.5555555555555556	3.7090242058609673	0.08333333333333333	0.4583333333333333	0.625	0.4444444444444444	0	0.5	0.6666666666666666	0.693098310459823	0.104060034508973	0.455987709656912	135.384115453901	None	203.668110083538	2.07681731844945e-29	72	FALSE
AB	both	Canonical	Right	116.625	8.819444444444445	2	8.75	0	8.541666666666666	0.1388888888888889	1.5555555555555556	3.5975080119444303	0.06944444444444445	0.4583333333333333	0.625	0.4444444444444444	0	0.5	0.6666666666666666	0.834082020677187	0.334649612772439	0.543625839985051	112.661232854467	None	201.146184238329	3.97921347900115e-38	72	FALSE
AB	both	Inverted	Left	103.58333333333333	8.51388888888889	2	8.791666666666666	1	6.375	0.4027777777777778	1.4166666666666667	3.6799102931946033	-0.2777777777777778	0.4027777777777778	0.4027777777777778	0.5138888888888888	1	0.6388888888888888	0.4305555555555556	0.729174906561509	-0.16238679755555	0.455771653082924	129.07224554746	None	203.762457481947	3.58441816434448e-32	72	FALSE
AB	both	Inverted	Right	103.58333333333333	9.097222222222221	2	8.791666666666666	1	7.875	0.2916666666666667	1.4166666666666667	4.025149976208417	0.3055555555555556	0.4027777777777778	0.4027777777777778	0.5138888888888888	1	0.6388888888888888	0.4305555555555556	0.725882179098848	0.458607901744479	0.467426445201914	132.074726206485	None	203.707411595565	7.47017829565183e-31	72	FALSE
AB	left	Canonical	Left	111.83333333333333	8.5	1	8.833333333333334	0	7.055555555555555	0.1111111111111111	1	2.4887732891658945	-0.3333333333333333	0.5555555555555556	0.6666666666666666	0.7222222222222222	0	0.5	0.5	0.863219371269879	-0.0758030029315316	0.358981244790309	23.2375318682656	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	52.103817817653	1.79274272545286e-12	18	FALSE
AB	left	Canonical	Right	111.83333333333333	NA	1	NaN	NaN	NaN	NaN	1	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB	left	Inverted	Left	106.72222222222223	8.722222222222221	1	8.777777777777779	1	7.666666666666667	0.7222222222222222	1	2.2534674902223437	-0.05555555555555555	0.5	0.6111111111111112	0.3888888888888889	1	0.5555555555555556	0.2777777777777778	0.862742982623833	0.0657302582331519	0.472673378927275	26.13841669487	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	51.3053106734348	6.78283752842893e-11	18	FALSE
AB	left	Inverted	Right	106.72222222222223	NA	1	NaN	NaN	NaN	NaN	1	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB	right	Canonical	Left	104.05555555555556	NA	1	NaN	NaN	NaN	NaN	2	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB	right	Canonical	Right	104.05555555555556	8.88888888888889	1	8.61111111111111	0	8.61111111111111	0.1111111111111111	2	2.17603487672184	0.2777777777777778	0.5555555555555556	0.6666666666666666	0.5	0	0.4444444444444444	0.4444444444444444	1	0.416796846521858	0.141152385981561	10.6351600737084	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	49.9065941203163	6.30309433224925e-17	18	FALSE
AB	right	Inverted	Left	98.55555555555556	NA	1	NaN	NaN	NaN	NaN	2	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB	right	Inverted	Right	98.55555555555556	7.388888888888889	1	7.611111111111111	1	7.777777777777778	0.7777777777777778	2	4.178648564666623	-0.2222222222222222	0.3333333333333333	0.6111111111111112	0.5555555555555556	1	0.6666666666666666	0.4444444444444444	0.790861983946961	0.352565245209966	0.487852659144587	29.2237979263746	None	49.9065941203163	5.46987861149062e-9	18	FALSE
AC	both	Canonical	Left	108.29166666666667	8.069444444444445	2	8.38888888888889	0	8.652777777777779	0.1388888888888889	1.4722222222222223	3.8089174298748834	-0.3194444444444444	0.4583333333333333	0.4861111111111111	0.5833333333333334	0	0.5416666666666666	0.5972222222222222	0.763098215417287	-0.0792422263213407	0.436568525309847	118.571760728109	None	202.130892200466	5.33037912645197e-36	72	FALSE
AC	both	Canonical	Right	108.29166666666667	7.958333333333333	2	8.38888888888889	0	9.041666666666666	0.1527777777777778	1.4722222222222223	3.8916148451665626	-0.4305555555555556	0.4583333333333333	0.4861111111111111	0.5833333333333334	0	0.5416666666666666	0.5972222222222222	0.675422623128331	0.115527816918827	0.379325771100912	130.90725857621	None	202.701531878467	6.36263236138661e-31	72	FALSE
AC	both	Inverted	Left	113.98611111111111	8.402777777777779	2	8.51388888888889	1	7.569444444444445	0.6111111111111112	1.4305555555555556	3.5751739619585754	-0.1111111111111111	0.5	0.4722222222222222	0.4722222222222222	1	0.4305555555555556	0.625	0.87969658837592	-4.17875238759465e-6	0.501500168944558	99.409440287334	None	201.06720129417	8.1047794835205e-44	72	FALSE
AC	both	Inverted	Right	113.98611111111111	8.319444444444445	2	8.51388888888889	1	8.76388888888889	0.4861111111111111	1.4305555555555556	3.990531023153027	-0.19444444444444445	0.5	0.4722222222222222	0.4722222222222222	1	0.4305555555555556	0.625	0.692905112949591	0.146679535602301	0.443053531252604	133.706382107636	None	202.72601185292	1.00048297356049e-29	72	FALSE
AC	left	Canonical	Left	110.83333333333333	9.666666666666666	1	9.11111111111111	0	8.61111111111111	0.1111111111111111	1	2.2285317865553225	0.5555555555555556	0.4444444444444444	0.3333333333333333	0.6111111111111112	0	0.5555555555555556	0.5555555555555556	0.910993370265309	0.131839687024265	0.815124521983114	29.781907777551	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	51.1875275497785	2.69890214462298e-9	18	FALSE
AC	left	Canonical	Right	110.83333333333333	NA	1	NaN	NaN	NaN	NaN	1	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AC	left	Inverted	Left	110.11111111111111	8.88888888888889	1	9.722222222222221	1	9.222222222222221	0.7777777777777778	1	2.2783801807773774	-0.8333333333333334	0.4444444444444444	0.5	0.3888888888888889	1	0.4444444444444444	0.5	0.809523997899028	-0.404141460577053	0.148860204292394	24.9773126370968	None	50.1579085028829	6.69228634845148e-11	18	FALSE
AC	left	Inverted	Right	110.11111111111111	NA	1	NaN	NaN	NaN	NaN	1	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AC	right	Canonical	Left	88.05555555555556	NA	1	NaN	NaN	NaN	NaN	2	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AC	right	Canonical	Right	88.05555555555556	8	1	7.666666666666667	0	9.555555555555555	0.2222222222222222	2	2.6575596495003992	0.3333333333333333	0.6111111111111112	0.3888888888888889	0.5	0	0.7222222222222222	0.6666666666666666	0.86538696645185	0.00410373111346763	0.429452233115142	23.163310632967	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	49.9065941203163	1.44379428519786e-11	18	FALSE
AC	right	Inverted	Left	103.88888888888889	NA	1	NaN	NaN	NaN	NaN	2	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AC	right	Inverted	Right	103.88888888888889	8.38888888888889	1	9.222222222222221	1	9	0.5555555555555556	2	2.1419265532784064	-0.8333333333333334	0.5	0.3333333333333333	0.2777777777777778	1	0.5	0.3333333333333333	0.729810584372013	0.280151828464461	0.651857495035755	35.1015425929748	None	50.5813920283899	8.66820070576812e-7	18	FALSE
AD	both	Canonical	Left	113.70833333333333	8.222222222222221	2	8.51388888888889	0	7.875	0.3055555555555556	1.4861111111111112	3.366819585902855	-0.2916666666666667	0.4861111111111111	0.5972222222222222	0.5972222222222222	0	0.4444444444444444	0.5416666666666666	0.582555585162567	0.34154649759746	0.46299488417732	160.382875669897	None	208.710835716771	8.1360457926128e-21	72	FALSE
AD	both	Canonical	Right	113.70833333333333	8.88888888888889	2	8.51388888888889	0	7.555555555555555	0.6805555555555556	1.4861111111111112	3.8741689925139124	0.375	0.4861111111111111	0.5972222222222222	0.5972222222222222	0	0.4444444444444444	0.5416666666666666	0.392805121886569	0.532857175507218	0.779689126646298	192.819546684493	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	210.534086668569	9.88712144567243e-8	72	FALSE
AD	both	Inverted	Left	108.63888888888889	8.708333333333334	2	8.430555555555555	1	7.888888888888889	0.5138888888888888	1.4861111111111112	3.4864331341389314	0.2777777777777778	0.5416666666666666	0.4861111111111111	0.4166666666666667	1	0.5	0.4583333333333333	0.365079338452821	0.499999976933365	0.163280344974846	187.913532759031	None	210.335685767932	9.98518132851318e-10	72	FALSE
AD	both	Inverted	Right	108.63888888888889	8.51388888888889	2	8.430555555555555	1	7.125	0.625	1.4861111111111112	3.560745505555486	0.08333333333333333	0.5416666666666666	0.4861111111111111	0.4166666666666667	1	0.5	0.4583333333333333	0.361407797183772	0.337218122445301	0.521827691756773	192.116218538522	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	212.056752031898	1.12918910065865e-8	72	FALSE
AD	left	Canonical	Left	122.44444444444444	8.5	1	8.38888888888889	0	8.11111111111111	0.5555555555555556	1	2.5164831801109053	0.1111111111111111	0.5	0.6111111111111112	0.5555555555555556	0	0.5	0.3333333333333333	1	0.111306236345985	1.11325329794493	28.0489941220858	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	49.9065941203163	1.73474421416776e-9	18	FALSE
AD	left	Canonical	Right	122.44444444444444	NA	1	NaN	NaN	NaN	NaN	1	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AD	left	Inverted	Left	126.55555555555556	9.333333333333334	1	8.88888888888889	1	6.944444444444445	0.7777777777777778	1	2.049692098332849	0.4444444444444444	0.4444444444444444	0.4444444444444444	0.6666666666666666	1	0.2777777777777778	0.5555555555555556	0.746031875251887	0.5846998377647	0.142836519176447	28.7921344208097	None	50.2320164592125	2.60999298673701e-9	18	FALSE
AD	left	Inverted	Right	126.55555555555556	NA	1	NaN	NaN	NaN	NaN	1	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AD	right	Canonical	Left	86.83333333333333	NA	1	NaN	NaN	NaN	NaN	2	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AD	right	Canonical	Right	86.83333333333333	7.833333333333333	1	8.11111111111111	0	8.5	0.2777777777777778	2	2.056465064666352	-0.2777777777777778	0.5555555555555556	0.6666666666666666	0.5555555555555556	0	0.6111111111111112	0.5555555555555556	0.452993900774354	1.51578183560549e-8	0.298881416969915	41.303373070729	None	51.9347513426908	9.28428058224811e-5	18	FALSE
AD	right	Inverted	Left	76.77777777777777	NA	1	NaN	NaN	NaN	NaN	2	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AD	right	Inverted	Right	76.77777777777777	9.055555555555555	1	9.11111111111111	1	6.444444444444445	0.6111111111111112	2	2.34064306527782	-0.05555555555555555	0.5555555555555556	0.4444444444444444	0.4444444444444444	1	0.5	0.2777777777777778	0.873015995205277	0.427750045377341	0.144955331900884	21.4944714985095	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	49.9065941203163	2.80174987625864e-12	18	FALSE
AE	both	Canonical	Left	104.40277777777777	8.694444444444445	2	8.666666666666666	0	7.958333333333333	0.1388888888888889	1.625	3.503238705486183	0.027777777777777776	0.4583333333333333	0.5	0.5694444444444444	0	0.625	0.5277777777777778	0.914529587391804	-0.0231010414395223	0.298238662279195	58.965959649737	message= , call= log(likelihood + 1e-08)	200.396484552561	5.09046435992201e-61	72	FALSE
AE	both	Canonical	Right	104.40277777777777	8.375	2	8.666666666666666	0	8.86111111111111	0.16666666666666666	1.625	3.0084246639585723	-0.2916666666666667	0.4583333333333333	0.5	0.5694444444444444	0	0.625	0.5277777777777778	0.846153915869247	-0.0217835260553054	0.325180287842994	83.5491657219848	None	200.943449126943	1.27475608946105e-50	72	FALSE
AE	both	Inverted	Left	105.40277777777777	8.13888888888889	2	8.402777777777779	1	8.73611111111111	0.7777777777777778	1.5138888888888888	3.187837639402662	-0.2638888888888889	0.4583333333333333	0.3888888888888889	0.4305555555555556	1	0.5	0.5416666666666666	0.829058072223402	0.103753699031835	0.338778462280573	91.8389180726557	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	201.375417219777	3.18497744902915e-47	72	FALSE
AE	both	Inverted	Right	105.40277777777777	8.291666666666666	2	8.402777777777779	1	9.319444444444445	0.5416666666666666	1.5138888888888888	3.2330011695555894	-0.1111111111111111	0.4583333333333333	0.3888888888888889	0.4305555555555556	1	0.5	0.5416666666666666	0.675965417047136	0.0399314480958805	0.451071383219634	139.304893125267	None	205.218722307571	2.18367878740083e-28	72	FALSE
AE	left	Canonical	Left	98.16666666666667	8.777777777777779	1	8.777777777777779	0	9	0.05555555555555555	1	1.8890255283889321	0	0.5555555555555556	0.6111111111111112	0.6111111111111112	0	0.6111111111111112	0.7222222222222222	1	-4.11590080124294e-9	0.313821312569212	7.66530314453696	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	49.9065941203163	3.35132388975069e-18	18	FALSE
AE	left	Canonical	Right	98.16666666666667	NA	1	NaN	NaN	NaN	NaN	1	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AE	left	Inverted	Left	112.27777777777777	8.555555555555555	1	8.38888888888889	1	9.11111111111111	0.9444444444444444	1	1.953253098666917	0.16666666666666666	0.5	0.7222222222222222	0.4444444444444444	1	0.5	0.3888888888888889	1	0.174912285032393	0.420676146484953	13.1533391402109	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	49.9065941203163	7.57110519684171e-16	18	FALSE
AE	left	Inverted	Right	112.27777777777777	NA	1	NaN	NaN	NaN	NaN	1	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AE	right	Canonical	Left	109.27777777777777	NA	1	NaN	NaN	NaN	NaN	2	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AE	right	Canonical	Right	109.27777777777777	8.833333333333334	1	8.833333333333334	0	7.833333333333333	0.05555555555555555	2	1.6077851383888628	0	0.5	0.6111111111111112	0.6111111111111112	0	0.5555555555555556	0.4444444444444444	1	2.34252650019102e-8	0.313821289461269	7.66530314453704	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	49.9065941203163	3.35132388975096e-18	18	FALSE
AE	right	Inverted	Left	143.05555555555554	NA	1	NaN	NaN	NaN	NaN	2	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AE	right	Inverted	Right	143.05555555555554	8.722222222222221	1	8.277777777777779	1	8.5	0.8888888888888888	2	1.587303554778676	0.4444444444444444	0.4444444444444444	0.6111111111111112	0.3333333333333333	1	0.5	0.6111111111111112	0.794580306056159	0.150302317368466	0.402111946868307	27.0845898384392	None	50.2320164592125	4.90909216320985e-10	18	FALSE
AF	both	Canonical	Left	112.125	8.73611111111111	2	8.319444444444445	0	6.972222222222222	0.2222222222222222	1.4722222222222223	3.92179723704218	0.4166666666666667	0.5277777777777778	0.5833333333333334	0.5972222222222222	0	0.5	0.5972222222222222	0.86691273485037	0.334991099316959	0.699401679286427	116.739375203945	None	200.641864202245	3.78895838461198e-36	72	FALSE
AF	both	Canonical	Right	112.125	8.833333333333334	2	8.319444444444445	0	8.833333333333334	0.4444444444444444	1.4722222222222223	3.9746118474167815	0.5138888888888888	0.5277777777777778	0.5833333333333334	0.5972222222222222	0	0.5	0.5972222222222222	0.232974636399539	0.0673192738015806	0.924781067858657	206.950098784654	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	212.88425182713	0.00784817653870711	72	FALSE
AF	both	Inverted	Left	107.15277777777777	8.180555555555555	2	8.291666666666666	1	8.152777777777779	0.5277777777777778	1.4861111111111112	3.9860581128470787	-0.1111111111111111	0.4861111111111111	0.4722222222222222	0.4166666666666667	1	0.4722222222222222	0.4305555555555556	0.781319382203181	0.364495696048103	0.689277656193722	134.430044889065	None	202.172998841404	3.55358524324907e-29	72	FALSE
AF	both	Inverted	Right	107.15277777777777	9.444444444444445	2	8.291666666666666	1	9.097222222222221	0.5555555555555556	1.4861111111111112	4.164277418458166	1.1527777777777777	0.4861111111111111	0.4722222222222222	0.4166666666666667	1	0.4722222222222222	0.4305555555555556	0.158730167109122	0.55406583516022	0.161310873961971	213.356115831317	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	218.630357567904	0.0144355869611133	72	FALSE
AF	left	Canonical	Left	102.55555555555556	8.11111111111111	1	8.5	0	6.388888888888889	0.1111111111111111	1	2.764633994167525	-0.3888888888888889	0.3888888888888889	0.4444444444444444	0.7222222222222222	0	0.3888888888888889	0.3333333333333333	0.790145076200642	0.354112389005715	0.484768131768944	31.3451389494936	None	52.023775128441	5.49215332458299e-9	18	FALSE
AF	left	Canonical	Right	102.55555555555556	NA	1	NaN	NaN	NaN	NaN	1	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AF	left	Inverted	Left	104	8.5	1	8.333333333333334	1	5.944444444444445	0.6666666666666666	1	2.291788207445077	0.16666666666666666	0.6111111111111112	0.6111111111111112	0.3888888888888889	1	0.5	0.3333333333333333	0.929896558368742	0.358212554917367	0.495671991758708	21.4547398954472	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	49.9065941203163	2.69443334315806e-12	18	FALSE
AF	left	Inverted	Right	104	NA	1	NaN	NaN	NaN	NaN	1	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AF	right	Canonical	Left	103	NA	1	NaN	NaN	NaN	NaN	2	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AF	right	Canonical	Right	103	8.333333333333334	1	7.833333333333333	0	7.388888888888889	0.1111111111111111	2	2.248487923278137	0.5	0.3333333333333333	0.5555555555555556	0.4444444444444444	0	0.3888888888888889	0.5	0.682539337379887	0.419879648462282	0.149908639217102	32.6655167989528	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	50.7175241365327	7.11861546179891e-8	18	FALSE
AF	right	Inverted	Left	115.33333333333333	NA	1	NaN	NaN	NaN	NaN	2	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AF	right	Inverted	Right	115.33333333333333	8.333333333333334	1	8.444444444444445	1	6.777777777777778	0.6666666666666666	2	2.8820108998321907	-0.1111111111111111	0.5	0.6111111111111112	0.2777777777777778	1	0.4444444444444444	0.5	0.936508179871623	0.464114647648247	0.159540220114611	18.9629817807167	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	50.8510554777286	9.16454794168239e-14	18	FALSE
AG	both	Canonical	Left	110.43055555555556	9.027777777777779	2	8.444444444444445	0	7.777777777777778	0.19444444444444445	1.4166666666666667	3.5973950943610666	0.5833333333333334	0.5277777777777778	0.5972222222222222	0.5833333333333334	0	0.5138888888888888	0.5	0.863155720129511	0.273557236935466	0.308285053960221	88.2904521506497	None	202.549024354319	2.89347814844328e-49	72	FALSE
AG	both	Canonical	Right	110.43055555555556	8.319444444444445	2	8.444444444444445	0	7.555555555555555	0.5833333333333334	1.4166666666666667	4.035221616291387	-0.125	0.5277777777777778	0.5972222222222222	0.5833333333333334	0	0.5138888888888888	0.5	0.744812911924574	0.214335840752727	0.441364636236714	129.293891350374	None	207.526887823498	1.06106230598891e-33	72	FALSE
AG	both	Inverted	Left	113.88888888888889	8.472222222222221	2	8.541666666666666	1	7.75	0.6527777777777778	1.4166666666666667	3.6206845117773505	-0.06944444444444445	0.4861111111111111	0.5694444444444444	0.3472222222222222	1	0.4583333333333333	0.4861111111111111	0.778657945124965	0.188504214317996	0.426734557072351	118.245766693206	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	204.696878562378	3.00669841090246e-37	72	FALSE
AG	both	Inverted	Right	113.88888888888889	8.583333333333334	2	8.541666666666666	1	8.069444444444445	0.7083333333333334	1.4166666666666667	4.029534203693907	0.041666666666666664	0.4861111111111111	0.5694444444444444	0.3472222222222222	1	0.4583333333333333	0.4861111111111111	0.831251494197214	0.316453924606273	0.402581399604204	103.299624302703	None	201.260754486947	3.20777289763851e-42	72	FALSE
AG	left	Canonical	Left	113.16666666666667	8.333333333333334	1	8.61111111111111	0	6.722222222222222	0.05555555555555555	1	2.423515445666352	-0.2777777777777778	0.6666666666666666	0.6111111111111112	0.4444444444444444	0	0.5	0.3888888888888889	0.873015888639185	0.33388927515566	0.140281401943055	17.5854121063103	None	49.9065941203163	5.98214202813404e-14	18	FALSE
AG	left	Canonical	Right	113.16666666666667	NA	1	NaN	NaN	NaN	NaN	1	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AG	left	Inverted	Left	97.38888888888889	8.666666666666666	1	8.38888888888889	1	8.777777777777779	0.9444444444444444	1	2.671586195112064	0.2777777777777778	0.2222222222222222	0.1111111111111111	0.5	1	0.4444444444444444	0.6111111111111112	0.746031923763879	0.395762673156274	0.0645566443925421	24.0988637822242	None	50.3120591484245	2.4295613097402e-11	18	FALSE
AG	left	Inverted	Right	97.38888888888889	NA	1	NaN	NaN	NaN	NaN	1	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AG	right	Canonical	Left	89.22222222222223	NA	1	NaN	NaN	NaN	NaN	2	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AG	right	Canonical	Right	89.22222222222223	8.555555555555555	1	8.5	0	7.444444444444445	0.1111111111111111	2	2.277930932165974	0.05555555555555555	0.6666666666666666	0.6666666666666666	0.4444444444444444	0	0.6111111111111112	0.7222222222222222	1	0.295192126627563	0.128549737120018	3.86206443873373	None	49.9065941203163	7.79471831274091e-20	18	FALSE
