subject	targetSide	orientation	stream	trial	respSP	numTargets	targetSP	targetOrient	resp	respOrient	respOrder	allRTs	SPE	orientMinus3	orientMinus2	orientMinus1	orient0	orientPlus1	orientPlus2	efficacy	latency	precision	val	warnings	valGuessing	pLRtest	nPerCond	exclude
AQ	both	Inverted	Right	103.125	8.722222222222221	2	8.86111111111111	1	8.694444444444445	0.6944444444444444	1.4861111111111112	4.327143055041789	-0.1388888888888889	0.3888888888888889	0.4861111111111111	0.3472222222222222	1	0.4722222222222222	0.5138888888888888	0.474994808258364	0.249145403031669	0.732066859746007	178.365723523621	None	204.227330997431	3.43079632676336e-11	72	FALSE
AQ	left	Canonical	Left	88.05555555555556	10.11111111111111	1	9.722222222222221	0	10	0.16666666666666666	1	2.269773640110947	0.3888888888888889	0.5555555555555556	0.5555555555555556	0.5	0	0.6111111111111112	0.5	1	0.399352307581947	0.517156966656369	16.0813808384939	None	49.9065941203163	1.35911091697462e-14	18	FALSE
AQ	left	Canonical	Right	88.05555555555556	NA	1	NaN	NaN	NaN	NaN	1	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AQ	left	Inverted	Left	113.72222222222223	7.777777777777778	1	8.277777777777779	1	5.944444444444445	0.8333333333333334	1	2.894321613222322	-0.5	0.6666666666666666	0.3888888888888889	0.4444444444444444	1	0.2777777777777778	0.5	0.809523937512638	0.460583920868338	0.151038172014317	26.6149218256454	None	50.3990705035959	2.6310697203372e-10	18	FALSE
AQ	left	Inverted	Right	113.72222222222223	NA	1	NaN	NaN	NaN	NaN	1	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AQ	right	Canonical	Left	107.27777777777777	NA	1	NaN	NaN	NaN	NaN	2	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AQ	right	Canonical	Right	107.27777777777777	8.944444444444445	1	7.833333333333333	0	8.944444444444445	0.5	2	2.8673278394442403	1.1111111111111112	0.5	0.6111111111111112	0.6111111111111112	0	0.3333333333333333	0.5555555555555556	0.7846375165908	0.398729711478703	0.750100304797062	33.6936125809588	None	50.3120591484245	2.87060140765409e-7	18	FALSE
AQ	right	Inverted	Left	125.27777777777777	NA	1	NaN	NaN	NaN	NaN	2	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AQ	right	Inverted	Right	125.27777777777777	8.38888888888889	1	7.888888888888889	1	9.722222222222221	0.8888888888888888	2	2.6347866461667055	0.5	0.5	0.5555555555555556	0.5	1	0.2777777777777778	0.4444444444444444	0.655739069880364	0.259681511432545	0.451135037591838	35.1668768465879	None	50.4092228854496	1.09123348120285e-6	18	FALSE
AR	both	Canonical	Left	115.02777777777777	8.791666666666666	2	8.11111111111111	0	9.51388888888889	0.1111111111111111	1.4027777777777777	2.727945177291556	0.6805555555555556	0.5555555555555556	0.4583333333333333	0.5555555555555556	0	0.5694444444444444	0.6527777777777778	0.831200960597614	0.346504696018421	0.336123528327857	101.991556150846	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	203.266897419376	1.18580566754993e-43	72	FALSE
AR	both	Canonical	Right	115.02777777777777	9.597222222222221	2	8.11111111111111	0	8.402777777777779	0.1111111111111111	1.4027777777777777	3.0399076371248714	1.4861111111111112	0.5555555555555556	0.4583333333333333	0.5555555555555556	0	0.5694444444444444	0.6527777777777778	0.460594306566826	0.414618848946231	0.455783123123402	177.324253976129	None	209.285884553704	8.52414914934658e-14	72	FALSE
AR	both	Inverted	Left	98.81944444444444	9.416666666666666	2	8.51388888888889	1	8.347222222222221	0.3611111111111111	1.4722222222222223	3.034424296819528	0.9027777777777778	0.3888888888888889	0.5555555555555556	0.5277777777777778	1	0.4305555555555556	0.4861111111111111	0.662602298984463	0.420430822356668	0.609275291283889	152.004593404632	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	205.704411486432	3.98011389353554e-23	72	FALSE
AR	both	Inverted	Right	98.81944444444444	9.26388888888889	2	8.51388888888889	1	7.194444444444445	0.1388888888888889	1.4722222222222223	3.1440605144166764	0.75	0.3888888888888889	0.5555555555555556	0.5277777777777778	1	0.4305555555555556	0.4861111111111111	0.407804665182587	0.739800551209293	0.542748411134894	186.142644254781	None	210.314100342991	1.80009990969261e-10	72	FALSE
AR	left	Canonical	Left	78.22222222222223	8.666666666666666	1	8.38888888888889	0	7.555555555555555	0.1111111111111111	1	1.8644659716666057	0.2777777777777778	0.3888888888888889	0.5555555555555556	0.5555555555555556	0	0.4444444444444444	0.6111111111111112	0.923338595558278	0.460147843636477	0.504473437004883	21.9001570922377	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	49.9065941203163	4.174444562581e-12	18	FALSE
AR	left	Canonical	Right	78.22222222222223	NA	1	NaN	NaN	NaN	NaN	1	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AR	left	Inverted	Left	105.55555555555556	8.444444444444445	1	8.61111111111111	1	9.444444444444445	0.5555555555555556	1	1.8701989729999897	-0.16666666666666666	0.5555555555555556	0.3888888888888889	0.5	1	0.3888888888888889	0.5555555555555556	0.619047894736396	0.463393432818024	0.161343807141618	39.5078564287524	None	53.9725376880174	2.31728642356417e-6	18	FALSE
AR	left	Inverted	Right	105.55555555555556	NA	1	NaN	NaN	NaN	NaN	1	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AR	right	Canonical	Left	137.33333333333334	NA	1	NaN	NaN	NaN	NaN	2	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AR	right	Canonical	Right	137.33333333333334	8.88888888888889	1	8.222222222222221	0	10.88888888888889	0.2777777777777778	2	1.8248743636668223	0.6666666666666666	0.3888888888888889	0.7222222222222222	0.3888888888888889	0	0.5555555555555556	0.6111111111111112	0.823080650832884	0.121676556253663	0.569773058720173	28.7626570527955	None	50.0889156451103	2.91663463974845e-9	18	FALSE
AR	right	Inverted	Left	125.5	NA	1	NaN	NaN	NaN	NaN	2	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AR	right	Inverted	Right	125.5	7.833333333333333	1	8.222222222222221	1	8.833333333333334	0.3888888888888889	2	2.1090388511108054	-0.3888888888888889	0.3888888888888889	0.5	0.3333333333333333	1	0.5	0.3333333333333333	0.748603445456147	0.664791779760057	1.07014392551479	40.8862028278933	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	52.6428141469572	3.15630622760554e-5	18	FALSE
AS	both	Canonical	Left	114.93055555555556	8.38888888888889	2	8.319444444444445	0	7	0.1111111111111111	1.5833333333333333	4.269094341375017	0.06944444444444445	0.5833333333333334	0.5	0.5277777777777778	0	0.5277777777777778	0.4861111111111111	0.794127246702608	0.239439878646505	0.406156900848496	113.191216083389	None	203.791141447005	4.85678156549039e-39	72	FALSE
AS	both	Canonical	Right	114.93055555555556	7.875	2	8.319444444444445	0	8.61111111111111	0.4583333333333333	1.5833333333333333	3.9259655377498652	-0.4444444444444444	0.5833333333333334	0.5	0.5277777777777778	0	0.5277777777777778	0.4861111111111111	0.615555211791708	0.292288622228765	0.544665073084439	155.697604170186	None	205.728410716925	1.5074662847369e-21	72	FALSE
AS	both	Inverted	Left	108.48611111111111	8.75	2	8.75	1	7.638888888888889	0.4027777777777778	1.4444444444444444	4.077684111486229	0	0.4444444444444444	0.4305555555555556	0.5277777777777778	1	0.5277777777777778	0.5	0.683417275233408	0.469771858194539	0.49038722492235	140.299030255633	None	203.504294221362	3.21018482204316e-27	72	FALSE
AS	both	Inverted	Right	108.48611111111111	9.069444444444445	2	8.75	1	8.291666666666666	0.6111111111111112	1.4444444444444444	4.199324720458208	0.3194444444444444	0.4444444444444444	0.4305555555555556	0.5277777777777778	1	0.5277777777777778	0.5	0.837525353804104	0.378628782922995	0.619010189967274	117.33717444876	None	200.675026366779	6.6418576073985093e-36	72	FALSE
AS	left	Canonical	Left	106.22222222222223	9.277777777777779	1	8.722222222222221	0	6.166666666666667	0.05555555555555555	1	2.23854604516661	0.5555555555555556	0.5	0.4444444444444444	0.5	0	0.4444444444444444	0.5555555555555556	0.936508241131176	0.419146791423959	0.147956612408917	17.0509904448068	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	50.1579085028829	2.75853862241e-14	18	FALSE
AS	left	Canonical	Right	106.22222222222223	NA	1	NaN	NaN	NaN	NaN	1	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AS	left	Inverted	Left	111.22222222222223	9.055555555555555	1	8.88888888888889	1	8.722222222222221	0.7777777777777778	1	2.731190081889104	0.16666666666666666	0.6111111111111112	0.5	0.3333333333333333	1	0.3333333333333333	0.7222222222222222	0.794580319580169	0.150302303954362	0.402111797631136	27.4523142975224	None	50.5997411408763	4.90909109318428e-10	18	FALSE
AS	left	Inverted	Right	111.22222222222223	NA	1	NaN	NaN	NaN	NaN	1	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AS	right	Canonical	Left	87.72222222222223	NA	1	NaN	NaN	NaN	NaN	2	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AS	right	Canonical	Right	87.72222222222223	8.444444444444445	1	8.277777777777779	0	8.666666666666666	0.05555555555555555	2	2.4107995271109153	0.16666666666666666	0.6111111111111112	0.3333333333333333	0.3333333333333333	0	0.4444444444444444	0.5555555555555556	0.936508081905254	0.285129677142816	0.134509855293462	10.3043265807157	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	49.9065941203163	4.54623381649544e-17	18	FALSE
AS	right	Inverted	Left	103.16666666666667	NA	1	NaN	NaN	NaN	NaN	2	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AS	right	Inverted	Right	103.16666666666667	8.11111111111111	1	8.277777777777779	1	9.555555555555555	0.9444444444444444	2	2.445618772500085	-0.16666666666666666	0.4444444444444444	0.2777777777777778	0.5555555555555556	1	0.6666666666666666	0.4444444444444444	0.936508093940082	0.333615052568537	0.138259994111964	12.8410197807644	message= , call= log(likelihood + 1e-08)	50.0889156451103	4.64693920951503e-16	18	FALSE
AT	both	Canonical	Left	112	9.166666666666666	2	8.76388888888889	0	8.472222222222221	0.1111111111111111	1.4861111111111112	3.6756941916526356	0.4027777777777778	0.5416666666666666	0.4861111111111111	0.5138888888888888	0	0.4444444444444444	0.5694444444444444	0.66183847353018	0.243032973131363	0.460882646999523	144.597912379625	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	206.507827111145	1.1605577505196e-26	72	FALSE
AT	both	Canonical	Right	112	9.166666666666666	2	8.76388888888889	0	6.611111111111111	0.3888888888888889	1.4861111111111112	3.6952122172916058	0.4027777777777778	0.5416666666666666	0.4861111111111111	0.5138888888888888	0	0.4444444444444444	0.5694444444444444	0.705928036693761	0.543129333663112	0.547247872288868	142.147923437963	None	206.095594418164	1.53675110175823e-27	72	FALSE
AT	both	Inverted	Left	112.33333333333333	8.041666666666666	2	8.26388888888889	1	7.305555555555555	0.19444444444444445	1.4027777777777777	3.4445827823749116	-0.2222222222222222	0.4583333333333333	0.5	0.5138888888888888	1	0.4027777777777778	0.5694444444444444	0.48096976142824	-0.188806608799571	1.26831920451947	196.127756763894	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	212.774197807957	2.79357490237538e-7	72	FALSE
AT	both	Inverted	Right	112.33333333333333	8.847222222222221	2	8.26388888888889	1	7.75	0.5416666666666666	1.4027777777777777	3.895053958819517	0.5833333333333334	0.4583333333333333	0.5	0.5138888888888888	1	0.4027777777777778	0.5694444444444444	0.614582961300028	0.480279936095144	0.662072881964364	162.949556219177	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	207.870877417753	2.36785505850604e-19	72	FALSE
AT	left	Canonical	Left	97.94444444444444	8.88888888888889	1	8.277777777777779	0	9.166666666666666	0.16666666666666666	1	2.186477508111137	0.6111111111111112	0.5	0.4444444444444444	0.5	0	0.5555555555555556	0.6666666666666666	0.931557787130459	0.130111987532105	0.393326520062871	18.64915310481	message= , call= log(likelihood + 1e-08)	50.5997411408763	8.61735458712627e-14	18	FALSE
AT	left	Canonical	Right	97.94444444444444	NA	1	NaN	NaN	NaN	NaN	1	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AT	left	Inverted	Left	112.77777777777777	9.277777777777779	1	8.333333333333334	1	9.61111111111111	0.6111111111111112	1	3.1671481142780573	0.9444444444444444	0.5	0.5	0.5555555555555556	1	0.2222222222222222	0.5555555555555556	0.794317136290562	0.215727030779365	0.439209028424477	29.2291375395147	None	51.2565204715511	1.46929186699566e-9	18	FALSE
AT	left	Inverted	Right	112.77777777777777	NA	1	NaN	NaN	NaN	NaN	1	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AT	right	Canonical	Left	92.83333333333333	NA	1	NaN	NaN	NaN	NaN	2	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AT	right	Canonical	Right	92.83333333333333	9	1	8.444444444444445	0	8.277777777777779	0.3888888888888889	2	2.3606227383340106	0.5555555555555556	0.5555555555555556	0.4444444444444444	0.5555555555555556	0	0.4444444444444444	0.5555555555555556	0.929187709566127	0.417755604009836	0.509254288427762	21.7712828154948	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	49.9065941203163	3.67783712699982e-12	18	FALSE
AT	right	Inverted	Left	101.11111111111111	NA	1	NaN	NaN	NaN	NaN	2	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AT	right	Inverted	Right	101.11111111111111	7.777777777777778	1	7.777777777777778	1	8.222222222222221	0.8888888888888888	2	2.212019844611253	0	0.4444444444444444	0.2777777777777778	0.4444444444444444	1	0.5	0.3888888888888889	0.873016090825396	0.425071891452661	0.150328638343392	22.3054001444147	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	50.7175241365327	2.80174610229487e-12	18	FALSE
AU	both	Canonical	Left	108.13888888888889	8.847222222222221	2	8.61111111111111	0	8.76388888888889	0.2361111111111111	1.5138888888888888	4.138239694180963	0.2361111111111111	0.6388888888888888	0.5694444444444444	0.5138888888888888	0	0.5138888888888888	0.5	0.666666938505218	0.3998450813167	0.155989704668039	132.676501101091	None	203.448462791992	1.75610158301456e-30	72	FALSE
AU	both	Canonical	Right	108.13888888888889	8.833333333333334	2	8.61111111111111	0	8.097222222222221	0.3472222222222222	1.5138888888888888	4.090841861444915	0.2222222222222222	0.6388888888888888	0.5694444444444444	0.5138888888888888	0	0.5138888888888888	0.5	0.504309260428992	0.0875187975028787	0.462612243642819	169.192324165792	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	207.977946551347	1.01836359813568e-16	72	FALSE
AU	both	Inverted	Left	106.08333333333333	8.833333333333334	2	8.63888888888889	1	7.875	0.5972222222222222	1.375	3.748596305138815	0.19444444444444445	0.4444444444444444	0.5277777777777778	0.5	1	0.4166666666666667	0.3333333333333333	0.52646931776979	0.592993474318755	0.5730184013428	170.19723258754	None	206.889005651742	8.0446378998884e-16	72	FALSE
AU	both	Inverted	Right	106.08333333333333	8.86111111111111	2	8.63888888888889	1	7.986111111111111	0.3055555555555556	1.375	4.387234593749579	0.2222222222222222	0.4444444444444444	0.5277777777777778	0.5	1	0.4166666666666667	0.3333333333333333	0.275487774422905	0.545855289242558	0.94267463358848	209.797547129168	None	217.600766131208	0.00136533968850579	72	FALSE
AU	left	Canonical	Left	112.33333333333333	8.666666666666666	1	8.166666666666666	0	5.888888888888889	0.16666666666666666	1	3.7522468839455945	0.5	0.4444444444444444	0.6111111111111112	0.6666666666666666	0	0.6111111111111112	0.5	0.746031931586117	0.293280597191962	0.128026073291487	23.6933989929956	None	49.9065941203163	2.42956187944246e-11	18	FALSE
AU	left	Canonical	Right	112.33333333333333	NA	1	NaN	NaN	NaN	NaN	1	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AU	left	Inverted	Left	110.77777777777777	8.222222222222221	1	8.166666666666666	1	10.166666666666666	0.6666666666666666	1	2.9127404302220787	0.05555555555555555	0.5	0.3333333333333333	0.5	1	0.16666666666666666	0.7222222222222222	0.809523908810712	0.431903323063888	0.153284980257409	25.5749834015568	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	49.9065941203163	1.53858181589116e-10	18	FALSE
AU	left	Inverted	Right	110.77777777777777	NA	1	NaN	NaN	NaN	NaN	1	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AU	right	Canonical	Left	108.94444444444444	NA	1	NaN	NaN	NaN	NaN	2	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AU	right	Canonical	Right	108.94444444444444	8.555555555555555	1	8.38888888888889	0	9.055555555555555	0.16666666666666666	2	2.3246520023324897	0.16666666666666666	0.5	0.7222222222222222	0.2222222222222222	0	0.6111111111111112	0.7222222222222222	0.863293165985554	0.0756250250544148	0.359246996507221	21.0397355828322	None	49.9065941203163	1.79173370039376e-12	18	FALSE
AU	right	Inverted	Left	113.05555555555556	NA	1	NaN	NaN	NaN	NaN	2	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AU	right	Inverted	Right	113.05555555555556	8.722222222222221	1	8.555555555555555	1	7.555555555555555	0.7777777777777778	2	3.7289011911666927	0.16666666666666666	0.5	0.5	0.3888888888888889	1	0.6111111111111112	0.3333333333333333	0.924507919843697	0.407491326948005	0.61228432946724	24.1655815578588	message= , call= log(likelihood + 1e-08)	49.9065941203163	3.86181014353639e-11	18	FALSE
AV	both	Canonical	Left	97.18055555555556	8.027777777777779	2	8.63888888888889	0	6.833333333333333	0.19444444444444445	1.5	3.99301702029172	-0.6111111111111112	0.5	0.5833333333333334	0.5972222222222222	0	0.5416666666666666	0.4583333333333333	0.606850166222045	0.075131404308876	0.397228873266363	146.84766358722499	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	205.363027888376	3.36399006419242e-25	72	FALSE
AV	both	Canonical	Right	97.18055555555556	8.458333333333334	2	8.63888888888889	0	9.01388888888889	0.2777777777777778	1.5	4.086221746416919	-0.18055555555555555	0.5	0.5833333333333334	0.5972222222222222	0	0.5416666666666666	0.4583333333333333	0.574569696950973	0.259201942697991	0.658282051346683	163.296881791928	None	203.480867059927	2.55920397696781e-17	72	FALSE
AV	both	Inverted	Left	117.25	7.944444444444445	2	8.152777777777779	1	6.277777777777778	0.4722222222222222	1.5555555555555556	4.1256510082780045	-0.20833333333333334	0.4861111111111111	0.4583333333333333	0.4027777777777778	1	0.4861111111111111	0.4305555555555556	0.555626108044971	-0.154058498048012	0.33391903214813	154.729987787647	None	208.827343531381	2.68423032458069e-23	72	FALSE
AV	both	Inverted	Right	117.25	8.805555555555555	2	8.152777777777779	1	9.277777777777779	0.4722222222222222	1.5555555555555556	3.803161193125258	0.6527777777777778	0.4861111111111111	0.4583333333333333	0.4027777777777778	1	0.4861111111111111	0.4305555555555556	0.57107256773424	0.813011904397251	2.04378850952619	194.168975801111	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	207.344333008278	8.05346680569743e-6	72	FALSE
AV	left	Canonical	Left	100.44444444444444	8.11111111111111	1	7.611111111111111	0	7.833333333333333	0.05555555555555555	1	2.1378222927228814	0.5	0.4444444444444444	0.4444444444444444	0.4444444444444444	0	0.6111111111111112	0.3888888888888889	0.819906483801146	-0.177610370652699	0.944551232738752	34.6537391339677	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	50.1460740495384	8.56389465902433e-7	18	FALSE
AV	left	Canonical	Right	100.44444444444444	NA	1	NaN	NaN	NaN	NaN	1	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AV	left	Inverted	Left	121.16666666666667	8.055555555555555	1	8.277777777777779	1	7.888888888888889	0.7777777777777778	1	2.500685599111522	-0.2222222222222222	0.4444444444444444	0.6666666666666666	0.6111111111111112	1	0.6111111111111112	0.3888888888888889	0.862743111092827	0.0657303082143699	0.472673436919948	26.5691974723664	None	51.736093295989	6.78282525301154e-11	18	FALSE
AV	left	Inverted	Right	121.16666666666667	NA	1	NaN	NaN	NaN	NaN	1	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AV	right	Canonical	Left	126.5	NA	1	NaN	NaN	NaN	NaN	2	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AV	right	Canonical	Right	126.5	9.944444444444445	1	8.666666666666666	0	8.11111111111111	0.5	2	2.501158977944821	1.2777777777777777	0.4444444444444444	0.16666666666666666	0.3333333333333333	0	0.6666666666666666	0.6666666666666666	0.717953964295477	0.392224411571786	0.481623628007343	34.2835035673769	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	51.5948462435749	1.46366037163755e-7	18	FALSE
AV	right	Inverted	Left	96.16666666666667	NA	1	NaN	NaN	NaN	NaN	2	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AV	right	Inverted	Right	96.16666666666667	8.11111111111111	1	8.666666666666666	1	10.277777777777779	0.8888888888888888	2	3.3825978060554514	-0.5555555555555556	0.3888888888888889	0.3888888888888889	0.7222222222222222	1	0.3333333333333333	0.5555555555555556	0.619047630778953	0.426561217709636	0.157504231000414	35.6998739707634	None	50.6767021820124	1.41138382737036e-6	18	FALSE
AW	both	Canonical	Left	109.72222222222223	9.38888888888889	2	8.777777777777779	0	8.194444444444445	0.1388888888888889	1.4861111111111112	4.273017015013971	0.6111111111111112	0.5	0.5	0.5555555555555556	0	0.4583333333333333	0.5555555555555556	0.81855760794949906	0.42784919579131	0.528128092922476	117.485836445755	None	203.261099909917	5.88738306767749e-37	72	FALSE
AW	both	Canonical	Right	109.72222222222223	8.541666666666666	2	8.777777777777779	0	10.11111111111111	0.125	1.4861111111111112	4.341020980666751	-0.2361111111111111	0.5	0.5	0.5555555555555556	0	0.4583333333333333	0.5555555555555556	0.481166129125124	0.383390694230107	0.532713222385868	176.68166373178	None	209.248281493873	4.69742229380112e-14	72	FALSE
AW	both	Inverted	Left	100.70833333333333	9.041666666666666	2	8.972222222222221	1	7.861111111111111	0.3194444444444444	1.4166666666666667	4.3326526953329045	0.06944444444444445	0.3472222222222222	0.5694444444444444	0.5416666666666666	1	0.5277777777777778	0.4583333333333333	0.687420420783279	0.267144133182025	0.494690274233722	139.128616041979	None	203.558019163802	9.52784745491469e-28	72	FALSE
AW	both	Inverted	Right	100.70833333333333	9.125	2	8.972222222222221	1	9.25	0.2916666666666667	1.4166666666666667	4.772205214138517	0.1527777777777778	0.3472222222222222	0.5694444444444444	0.5416666666666666	1	0.5277777777777778	0.4583333333333333	0.435965345954559	-0.0619616180853343	0.461083964350836	177.454136826801	None	207.745459240084	4.41325504068084e-13	72	FALSE
AW	left	Canonical	Left	118.83333333333333	9.333333333333334	1	8.722222222222221	0	8.777777777777779	0.3888888888888889	1	2.884542270556671	0.6111111111111112	0.3888888888888889	0.4444444444444444	0.6666666666666666	0	0.5	0.5555555555555556	1	0.611869632371924	0.771850987295788	22.0872060958122	None	49.9065941203163	5.01680742426661e-12	18	FALSE
AW	left	Canonical	Right	118.83333333333333	NA	1	NaN	NaN	NaN	NaN	1	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AW	left	Inverted	Left	117.27777777777777	10.333333333333334	1	9.5	1	7.388888888888889	0.5555555555555556	1	3.395961204777753	0.8333333333333334	0.5555555555555556	0.3888888888888889	0.3333333333333333	1	0.5555555555555556	0.6111111111111112	0.911205398813813	0.375354476376984	0.951816569743055	31.9978313306603	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	51.1875275497785	2.34916424660608e-8	18	FALSE
AW	left	Inverted	Right	117.27777777777777	NA	1	NaN	NaN	NaN	NaN	1	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AW	right	Canonical	Left	116.22222222222223	NA	1	NaN	NaN	NaN	NaN	2	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AW	right	Canonical	Right	116.22222222222223	9.777777777777779	1	9.333333333333334	0	8.277777777777779	0.3333333333333333	2	2.6678735185547944	0.4444444444444444	0.3333333333333333	0.6111111111111112	0.8888888888888888	0	0.6111111111111112	0.5	1	0.440081363810548	0.51661574082597606	16.2492291593173	None	49.9065941203163	1.60361813952365e-14	18	FALSE
AW	right	Inverted	Left	107.94444444444444	NA	1	NaN	NaN	NaN	NaN	2	NaN	NA	NaN	-99	-99	-99	-99	-99	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AW	right	Inverted	Right	107.94444444444444	9	1	9.055555555555555	1	8.666666666666666	0.5	2	2.7733954994433185	-0.05555555555555555	0.5555555555555556	0.5	0.3888888888888889	1	0.6111111111111112	0.4444444444444444	0.873016067127187	0.370459950119143	0.142593344347074	19.5296446236214	None	50.1579085028829	3.16777297623556e-13	18	FALSE
AX	both	Canonical	Left	94.91666666666667	9.333333333333334	2	8.583333333333334	0	9.13888888888889	0.19444444444444445	1.6111111111111112	3.787727142249322	0.75	0.5277777777777778	0.5555555555555556	0.5416666666666666	0	0.4722222222222222	0.5555555555555556	0.591201388107526	0.208694358763531	0.373645039301396	147.510324919828	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	203.518488217492	4.03990262382159e-24	72	FALSE
AX	both	Canonical	Right	94.91666666666667	8.430555555555555	2	8.583333333333334	0	8.25	0.3333333333333333	1.6111111111111112	3.4682419630689765	-0.1527777777777778	0.5277777777777778	0.5555555555555556	0.5416666666666666	0	0.4722222222222222	0.5555555555555556	0.536292348130079	0.191732431230568	0.831043773433877	179.59229358186099	message= , call= bobyqa(par = par, fn = ufn, lower = lower, upper = upper, control = mcontrol,     ...)	209.609499924482	5.7795571385279e-13	72	FALSE
AX	both	Inverted	Left	108.43055555555556	8.069444444444445	2	8.805555555555555	1	8.930555555555555	0.4583333333333333	1.5138888888888888	3.656832592263729	-0.7361111111111112	0.4305555555555556	0.4444444444444444	0.5	1	0.5	0.5	0.709973416955629	0.19443556416901	0.379229897804825	126.637771069123	None	203.582086051901	3.81809777473509e-33	72	FALSE
